,id_dict_key,dev_or_cook_indic,ip,freq_count,idxcip_c1,idxcip_c2,idxcip_c3,idxcip_c4,idxcip_c5,index,drawbridge_handle
208,id_73116,1,['ip6032763'],['1'],['0'],['1'],['1'],['0'],['1'],2038500,handle_159844
209,id_1843321,1,['ip16563321'],['1'],['0'],['0'],['1'],['1'],['0'],428980,handle_452485
210,id_4592805,1,['ip18942633'],['3'],['0'],['3'],['1'],['0'],['1'],1826100,handle_1672534
211,id_211825,1,['ip20192153'],['1'],['0'],['1'],['1'],['1'],['1'],568760,handle_642541
212,id_1675183,1,['ip13072063'],['1'],['0'],['1'],['1'],['0'],['1'],343320,handle_1386346
213,id_2085389,1,['ip12779395'],['2'],['0'],['2'],['1'],['0'],['1'],552000,handle_628792
214,id_3818168,1,['ip9875410'],['1'],['0'],['1'],['1'],['0'],['1'],1432600,handle_1142387
215,id_103047,1,['ip14293610'],['2'],['0'],['2'],['1'],['0'],['1'],15540,handle_875563
216,id_36700,1,['ip7796179'],['2'],['0'],['2'],['1'],['0'],['1'],1357100,handle_796552
217,id_56914,1,['ip7269047'],['1'],['0'],['1'],['1'],['0'],['1'],1956300,handle_399486
218,id_2065901,1,['ip8502437'],['1'],['0'],['1'],['1'],['0'],['1'],542050,handle_1412238
219,id_585397,1,['ip6289800'],['2'],['0'],['0'],['1'],['0'],['0'],1964500,handle_561817
220,id_730769,1,['ip9088636'],['1'],['0'],['1'],['1'],['0'],['1'],2038300,handle_1459386
221,id_836152,1,"['ip12820468', 'ip16140231', 'ip13846680', 'ip17234097', 'ip17429271', 'ip541671', 'ip13851972', 'ip11546973', 'ip20487350', 'ip15795335', 'ip11002705']","['1', '1', '1', '4', '1', '1', '2', '3', '5', '1', '1']","['0', '0', '1', '1', '1', '0', '0', '1', '1', '1', '0']","['0', '0', '1', '1', '1', '0', '0', '0', '3', '1', '0']","['1', '1', '1', '4', '1', '1', '1', '3', '4', '1', '1']","['0', '0', '1', '1', '1', '0', '0', '1', '1', '1', '0']","['0', '0', '1', '1', '1', '0', '0', '0', '2', '1', '0']",2092000,handle_1770802
222,id_2987705,1,['ip16478122'],['2'],['0'],['2'],['1'],['0'],['1'],1010800,handle_1827595
223,id_1730626,1,['ip17524520'],['1'],['0'],['1'],['1'],['0'],['1'],371420,handle_1892629
224,id_4005677,1,['ip16254506'],['1'],['0'],['1'],['1'],['1'],['1'],1527800,handle_1241633
225,id_4302823,1,['ip17812918'],['1'],['0'],['1'],['1'],['0'],['1'],1678500,handle_1154714
226,id_2383047,1,['ip6939401'],['1'],['0'],['0'],['1'],['0'],['0'],703380,handle_1530890
227,id_2498318,1,['ip3964809'],['1'],['0'],['1'],['1'],['0'],['1'],762020,handle_257578
228,id_18067,1,['ip9129846'],['1'],['0'],['1'],['1'],['0'],['1'],410250,handle_1144572
229,id_3504083,1,['ip11746792'],['1'],['0'],['1'],['1'],['0'],['1'],1272600,handle_374008
230,id_2127957,1,['ip18686351'],['1'],['0'],['0'],['1'],['0'],['0'],573770,-1
231,id_479988,1,['ip11312437'],['4'],['0'],['4'],['1'],['1'],['1'],1910900,handle_1366446
232,id_1116504,1,['ip7844561'],['1'],['0'],['0'],['1'],['1'],['0'],59441,handle_438351
233,id_734440,1,['ip21021288'],['3'],['0'],['3'],['1'],['0'],['1'],2040200,handle_1550768
234,id_2330995,1,['ip15051973'],['1'],['0'],['1'],['1'],['0'],['1'],677030,handle_285342
235,id_2258325,1,['ip12196118'],['2'],['0'],['2'],['2'],['0'],['1'],640110,handle_1564170
236,id_444814,1,"['ip17779379', 'ip10205839']","['1', '3']","['0', '0']","['0', '0']","['1', '1']","['0', '0']","['0', '0']",1752600,handle_1967411
237,id_4083844,1,['ip13086299'],['1'],['0'],['1'],['1'],['1'],['1'],1567500,handle_811075
238,id_601966,1,['ip12062871'],['1'],['0'],['1'],['1'],['1'],['1'],1972800,handle_218520
239,id_4683485,1,['ip10365103'],['1'],['0'],['1'],['1'],['0'],['1'],1872500,handle_568498
240,id_1877076,1,['ip17454460'],['4'],['0'],['4'],['1'],['0'],['1'],446020,handle_1098570
241,id_4631060,1,['ip15059964'],['2'],['0'],['2'],['1'],['0'],['1'],1845700,handle_1704277
242,id_3324425,1,['ip10720638'],['1'],['0'],['1'],['1'],['0'],['1'],1181700,handle_843751
243,id_1409222,1,['ip4229965'],['1'],['0'],['1'],['1'],['0'],['1'],208390,handle_740007
244,id_1054367,1,['ip17652587'],['2'],['0'],['2'],['2'],['0'],['2'],27685,handle_1384658
245,id_3395219,1,['ip4852423'],['2'],['0'],['0'],['1'],['0'],['0'],1217600,handle_1739612
246,id_2986524,1,['ip2258328'],['4'],['0'],['4'],['1'],['0'],['1'],1010100,handle_1801421
247,id_2721823,1,['ip5116077'],['11'],['0'],['11'],['2'],['0'],['2'],875640,handle_820565
248,id_573730,1,['ip6758416'],['1'],['0'],['1'],['1'],['0'],['1'],1958500,handle_626681
249,id_4175868,1,['ip6230546'],['2'],['0'],['2'],['1'],['0'],['1'],1614500,handle_1453231
250,id_3698803,1,['ip17960903'],['2'],['0'],['2'],['1'],['0'],['1'],1371700,handle_928839
251,id_3691106,1,['ip566145'],['1'],['0'],['1'],['1'],['0'],['1'],1367900,handle_1195536
252,id_138563,1,['ip4037495'],['1'],['0'],['1'],['1'],['0'],['1'],196400,handle_115287
253,id_4003319,1,['ip16252973'],['1'],['0'],['1'],['1'],['0'],['1'],1526600,handle_1865850
254,id_3323758,1,['ip13032446'],['2'],['0'],['0'],['1'],['0'],['0'],1181300,handle_1698979
255,id_270342,1,"['ip17860012', 'ip4403490', 'ip16530592', 'ip8613430', 'ip5124216', 'ip5579322']","['3', '4', '4', '1', '1', '3']","['3', '1', '4', '1', '1', '0']","['0', '1', '4', '0', '1', '1']","['1', '2', '1', '1', '1', '2']","['1', '1', '1', '1', '1', '1']","['0', '1', '1', '0', '1', '1']",866340,handle_1877054
256,id_237466,1,['ip1723566'],['1'],['0'],['1'],['1'],['0'],['1'],699160,handle_776514
257,id_854397,1,['ip16133174'],['1'],['0'],['1'],['1'],['0'],['1'],2101400,handle_600047
258,id_1545815,1,['ip4098567'],['1'],['0'],['1'],['1'],['0'],['1'],277710,handle_486255
259,id_3737474,1,"['ip19748027', 'ip5829441']","['1', '4']","['1', '0']","['1', '4']","['1', '1']","['1', '0']","['1', '1']",1391500,handle_1094612
260,id_1955538,1,"['ip7634306', 'ip19046188']","['4', '1']","['0', '0']","['4', '1']","['2', '1']","['0', '0']","['1', '1']",486090,handle_1646148
261,id_4104093,1,['ip9251201'],['1'],['0'],['1'],['1'],['0'],['1'],1578000,handle_561408
262,id_331167,1,['ip17695690'],['2'],['0'],['2'],['2'],['0'],['2'],1175200,handle_522454
263,id_732916,1,['ip7802068'],['1'],['0'],['1'],['1'],['0'],['1'],2039400,handle_1087921
264,id_1824994,1,"['ip10881282', 'ip18016797']","['1', '1']","['0', '0']","['0', '0']","['1', '1']","['0', '0']","['0', '0']",419670,handle_1826520
265,id_3933576,1,['ip16640166'],['2'],['0'],['2'],['1'],['0'],['1'],1491100,handle_1036552
266,id_2435597,1,['ip18101675'],['2'],['0'],['2'],['1'],['0'],['1'],730300,handle_1713677
267,id_377449,1,"['ip7488200', 'ip11846092']","['1', '1']","['0', '0']","['1', '1']","['1', '1']","['1', '0']","['1', '1']",1410300,handle_1746915
268,id_2602115,1,['ip20718373'],['1'],['0'],['1'],['1'],['0'],['1'],814830,handle_647029
269,id_251035,1,"['ip20113169', 'ip11296435', 'ip15650886']","['3', '1', '7']","['0', '0', '0']","['3', '1', '0']","['1', '1', '1']","['0', '0', '0']","['1', '1', '0']",768180,handle_927975
270,id_3458287,1,['ip4044956'],['2'],['0'],['2'],['1'],['0'],['1'],1249600,handle_1132055
271,id_3023772,1,['ip20361709'],['1'],['0'],['1'],['1'],['0'],['1'],1029100,handle_1219326
272,id_106525,1,['ip15925787'],['1'],['0'],['1'],['1'],['0'],['1'],33203,handle_2004848
273,id_2128440,1,['ip4826891'],['1'],['0'],['1'],['1'],['0'],['1'],574020,handle_99754
274,id_2647925,1,['ip14681029'],['1'],['0'],['1'],['1'],['0'],['1'],838110,handle_1246858
275,id_1453993,1,['ip15495032'],['1'],['0'],['1'],['1'],['0'],['1'],231040,handle_1202658
276,id_1810449,1,['ip9248118'],['1'],['0'],['0'],['2'],['0'],['0'],412170,handle_618209
277,id_4474485,1,['ip16066408'],['1'],['0'],['1'],['1'],['0'],['1'],1765900,-1
278,id_504899,1,['ip3898788'],['2'],['0'],['2'],['1'],['0'],['1'],1923600,handle_1765956
279,id_1303784,1,['ip14309704'],['3'],['0'],['3'],['1'],['0'],['1'],154740,handle_947634
280,id_297487,1,['ip5185288'],['2'],['0'],['0'],['2'],['1'],['0'],1004200,handle_1940509
281,id_416665,1,['ip2503078'],['1'],['0'],['1'],['1'],['0'],['1'],1609800,handle_240880
282,id_786902,1,['ip14261583'],['1'],['0'],['1'],['1'],['0'],['1'],2067000,handle_642127
283,id_710834,1,['ip2596969'],['1'],['0'],['1'],['1'],['1'],['1'],2028200,handle_2090309
284,id_2029753,1,"['ip3246159', 'ip17877692']","['2', '1']","['0', '0']","['2', '1']","['1', '1']","['1', '0']","['1', '1']",523820,handle_1213283
285,id_2022599,1,"['ip3443294', 'ip2449176']","['1', '9']","['0', '0']","['1', '9']","['1', '1']","['0', '0']","['1', '1']",520120,handle_1852544
286,id_3339061,1,['ip8067820'],['1'],['0'],['1'],['1'],['0'],['1'],1189100,handle_210891
287,id_3306733,1,"['ip4254725', 'ip4592482']","['1', '1']","['0', '0']","['1', '0']","['1', '1']","['0', '0']","['1', '0']",1172700,handle_2042116
288,id_4140895,1,['ip6901289'],['1'],['0'],['1'],['1'],['0'],['1'],1596700,handle_1372185
289,id_365802,1,['ip20961803'],['1'],['0'],['1'],['1'],['0'],['1'],1350900,handle_1108393
290,id_3382328,1,['ip7154347'],['2'],['0'],['2'],['2'],['0'],['1'],1211000,handle_459884
291,id_4673203,1,['ip16924907'],['1'],['0'],['1'],['1'],['0'],['1'],1867300,handle_1469180
292,id_1756986,1,['ip20801896'],['3'],['0'],['1'],['2'],['0'],['1'],384820,handle_1724136
293,id_1196006,1,['ip17526106'],['5'],['0'],['0'],['1'],['0'],['0'],99909,handle_712857
294,id_3564020,1,['ip3010260'],['1'],['0'],['0'],['1'],['0'],['0'],1303000,handle_191400
295,id_965966,1,['ip17236847'],['1'],['0'],['1'],['1'],['0'],['1'],2158200,handle_170929
296,id_187130,1,['ip12196118'],['1'],['0'],['1'],['1'],['0'],['1'],443110,handle_1286075
297,id_4051538,1,['ip6621603'],['1'],['0'],['1'],['1'],['0'],['1'],1551100,handle_1207695
298,id_733823,1,['ip1593585'],['1'],['0'],['1'],['1'],['0'],['1'],2039800,handle_122277
299,id_3621060,1,['ip19955999'],['1'],['0'],['1'],['1'],['0'],['1'],1332100,handle_735442
300,id_2759810,1,['ip790914'],['1'],['0'],['1'],['2'],['0'],['1'],894780,handle_723886
301,id_2248939,1,"['ip3568089', 'ip3076353']","['1', '2']","['0', '0']","['1', '2']","['1', '1']","['0', '0']","['1', '1']",635290,handle_535455
302,id_2166345,1,['ip239436'],['1'],['0'],['1'],['1'],['0'],['1'],593450,handle_1700116
303,id_3818846,1,['ip3249618'],['1'],['0'],['1'],['1'],['0'],['1'],1432900,handle_332840
304,id_2964091,1,['ip11680090'],['1'],['0'],['0'],['1'],['0'],['0'],998690,handle_1815277
305,id_2587621,1,['ip4890112'],['1'],['0'],['1'],['1'],['0'],['1'],807500,handle_1014284
306,id_4668629,1,['ip10381915'],['1'],['0'],['1'],['1'],['0'],['1'],1865000,handle_863758
307,id_4194185,1,['ip13356294'],['2'],['0'],['0'],['1'],['0'],['0'],1623700,handle_1639062
308,id_1406646,1,['ip3013110'],['1'],['0'],['1'],['1'],['0'],['1'],207140,handle_1336981
309,id_2949771,1,"['ip13835896', 'ip12024022', 'ip10240711', 'ip18423312']","['1', '1', '1', '1']","['0', '0', '0', '0']","['1', '1', '1', '1']","['1', '1', '2', '1']","['0', '0', '0', '0']","['1', '1', '1', '1']",991400,handle_1010097
310,id_3689000,1,['ip8906493'],['1'],['0'],['1'],['1'],['0'],['1'],1366800,handle_1021926
311,id_4184916,1,['ip7502011'],['1'],['0'],['1'],['1'],['0'],['1'],1619100,handle_589543
312,id_2167260,1,"['ip13126251', 'ip12367642']","['4', '14']","['0', '0']","['0', '0']","['1', '1']","['0', '0']","['0', '0']",593910,handle_2045018
313,id_1256374,1,['ip7186806'],['1'],['0'],['0'],['1'],['0'],['0'],130710,handle_346018
314,id_3794997,1,['ip2680764'],['1'],['0'],['0'],['1'],['0'],['0'],1420800,handle_726219
